brand,model,model_year,milage,fuel_type,price
BMW,M6 Gran Coupe Base,2017,45005.19,Gasoline,4814000
Cadillac,Escalade ESV Platinum Edition,2013,191511.46,E85 Flex Fuel,1701500
BMW,X5 xDrive35i,2018,77248.32,Gasoline,2656000
BMW,X5 xDrive40i,2020,8917.35,Gasoline,4697634
Mitsubishi,Outlander SEL,2018,46670.86,Gasoline,1618500
Dodge,Ram 1500 ST,2010,210984.47,E85 Flex Fuel,1078585
Subaru,Impreza 2.0i,2015,164542.14,Gasoline,954334
Mercedes-Benz,Maybach S S 600,2016,29079.16,Gasoline,6639917
Kia,Sportage LX,2023,20921.42,Gasoline,2647700
Porsche,911 Turbo Cabriolet,2008,82076.34,Gasoline,5768500
Hummer,H3 Base,2007,221015.49,Gasoline,830000
Buick,LaCrosse Leather,2014,202067.12,Gasoline,929600
Chevrolet,Silverado 1500 High Country,2020,141881.02,Gasoline,4057787
Toyota,4Runner SR5,2016,163991.75,Gasoline,2407000
Cadillac,Escalade ESV Luxury,2015,256689.73,Gasoline,1560400
Subaru,Legacy 2.5i Premium,2015,110819.15,Gasoline,1245000
Tesla,Model 3 Long Range,2018,69201.62,,2531417
Ford,Expedition EL XLT,2017,292899.88,Gasoline,1369500
Tesla,Model Y Long Range,2022,34446.31,,4108500
Ford,Expedition EL Limited,2017,130356.54,Gasoline,2241000
Chevrolet,Silverado 1500 LTZ,2021,100192.68,Gasoline,3534970
BMW,X5 xDrive40e,2016,147734.19,Hybrid,1908834
BMW,335 is,2011,131965.88,Gasoline,1660000
Ford,F-150 XLT,2012,333294.31,Gasoline,1245000
Land,Rover Range Rover Sport P400 SE Dynamic,2023,724.2,Hybrid,10292000
Porsche,Panamera Edition,2016,125440.01,Gasoline,2490000
Kia,Sorento Plug-In Hybrid SX,2022,25078.35,Hybrid,3369717
BMW,M240 i,2017,59706.51,Gasoline,2168375
Maserati,Quattroporte Base,2006,82076.34,Gasoline,1494000
Ford,F-150 XLT,2017,151277.96,Gasoline,2158000
Land,Rover Discovery S,2003,196156.02,Gasoline,498000
Ford,F-250 XLT Crew Cab Super Duty,2008,253471.05,Gasoline,1245000
Ford,Taurus SHO,2014,222756.8,Gasoline,1286500
Land,Rover Range Rover Sport HSE,2012,177027.4,Gasoline,846600
Cadillac,Escalade Sport,2023,13730.89,Diesel,9121700
GMC,Sierra 1500 SLT,2021,20826.47,Gasoline,4274500
BMW,335 i xDrive,2009,112274,Gasoline,1618500
Porsche,911 Carrera 4S,2003,144840.6,Gasoline,1992000
Audi,Q5 S line Premium,2022,13185.32,Hybrid,3535634
Lexus,RX 350 F Sport Performance,2020,69647.41,Gasoline,3618717
Audi,S4 3.0T Premium Plus,2018,42647.51,Gasoline,3154000
Chevrolet,Silverado 1500 LT,2019,57970.04,Gasoline,2960610
Chevrolet,Colorado Z71,2019,40977.02,Gasoline,2999537
Audi,A5 2.0T Prestige,2018,57694.84,Gasoline,2739000
Mazda,Mazda3 s Sport,2008,125045.72,Gasoline,522900
Jaguar,E-PACE 300 Sport,2021,37980.42,Hybrid,3568917
Ferrari,GTC4Lusso T,2019,14274.85,Gasoline,17845000
Toyota,Celica GT,2001,196339.48,Gasoline,647400
Ford,Excursion Limited 4WD,2003,394288.3,Diesel,1493917
Porsche,718 Spyder Base,2022,7563.9,Gasoline,11122000
Subaru,WRX STI Base,2016,135345.49,Gasoline,2822000
Audi,A6 45 Premium Plus,2021,53108.22,Hybrid,3320000
Tesla,Model S P100D,2018,16198.01,,4979917
Mercedes-Benz,AMG GT R,2018,6133.19,Gasoline,12325500
Acura,RDX PMC Edition,2021,71546.43,Gasoline,3369634
Audi,S4 3.0T Premium Plus,2013,224269.58,Gasoline,1734700
Lotus,Evora Base,2010,14644.99,Gasoline,4565000
Mercedes-Benz,S-Class S 560 4MATIC,2019,16898.07,Gasoline,6465700
Chevrolet,Silverado 1500 RST,2023,8056.36,Gasoline,4945970
Hyundai,Genesis Coupe 2.0T R-Spec,2013,88513.7,Gasoline,1494000
BMW,M3 Competition,2021,53912.89,Gasoline,5893000
BMW,435 i,2014,203581.51,Gasoline,1245000
Land,Rover Range Rover Evoque HSE Dynamic,2016,127137.86,Gasoline,1992000
Porsche,911 Targa 4 GTS,2018,30577.46,Gasoline,12035000
RAM,3500 Tradesman,2021,91732.38,Diesel,4316000
BMW,X5 xDrive40i,2020,7853.58,Gasoline,4813834
Acura,NSX Base,2018,10497.72,Hybrid,11943700
Mercedes-Benz,SL-Class SL500 Roadster,2005,204386.18,Gasoline,1162000
Lexus,SC 430 Base,2002,144035.93,Gasoline,1327917
Chevrolet,Silverado 1500 Base,2000,156105.98,Gasoline,2282500
Buick,Enclave Avenir,2021,50180.83,Gasoline,3522686
Lexus,NX 300h Base,2020,26433.41,Hybrid,2755600
Lexus,RX 350 RX 350 F SPORT Handling,2022,18085.76,Gasoline,4548234
Chevrolet,Avalanche 1500 LS,2005,156340.94,E85 Flex Fuel,663917
Mercedes-Benz,SL-Class SL400,2015,59014.5,Gasoline,3319834
Chevrolet,Suburban Premier,2019,72098.43,Gasoline,4357500
Ford,Transit-350 Base,2015,241401,Gasoline,1419300
INFINITI,QX60 Luxe,2020,61798.66,Gasoline,2664300
Bentley,Continental GTC Base,2008,12810.35,Gasoline,6764500
Nissan,350Z Enthusiast,2007,188292.78,Gasoline,827925
Rivian,R1S Adventure Package,2023,255.89,,7926500
McLaren,570S Base,2017,48602.07,Gasoline,11537000
Nissan,Altima 2.5 SL,2012,147327.03,Gasoline,746917
Land,Rover Range Rover 5.0L Supercharged,2015,177027.4,E85 Flex Fuel,2199417
BMW,X5 xDrive35i,2017,169141.63,Gasoline,1933900
INFINITI,QX56 Base,2012,177027.4,Gasoline,1294800
Ford,F-150 XLT,2019,131608.61,Gasoline,2719827
Lexus,RX 450h Base,2010,271048.26,Hybrid,904700
Maserati,Ghibli S Q4 GranSport,2018,129551.87,Gasoline,2896700
Volvo,XC90 T6 Momentum,2018,130678.41,Gasoline,2392475
Lamborghini,Huracan EVO Base,2020,10051.94,Gasoline,22239850
Jeep,Wrangler Unlimited Rubicon,2017,32463.61,Gasoline,3942500
Hummer,H2 Base,2005,233354.3,Gasoline,1867500
Ford,Flex Limited,2009,260713.08,Gasoline,622500
Porsche,718 Cayman GT4,2020,21812.99,Gasoline,10374585
Toyota,Camry XLE,2007,96077.6,Gasoline,788500
Mercedes-Benz,A-Class A 220 4MATIC,2020,49776.89,Gasoline,2398700
BMW,335 i,2009,83658.32,Gasoline,1659917
Chevrolet,Camaro 2SS,2022,35405.48,Gasoline,4150000
Volkswagen,ID.4 Pro S,2023,27036.91,,3735000
Chevrolet,Silverado 2500 High Country,2022,25749.44,Diesel,6141585
Nissan,Altima 2.5 SV,2020,35880.24,Gasoline,1958717
Bentley,Continental GT V8,2020,53108.22,Gasoline,15645500
Toyota,Sequoia Platinum,2023,1649.57,Hybrid,7055000
Acura,TL Technology,2013,143537.03,Gasoline,1286417
Toyota,Highlander Limited,2020,86180.16,Gasoline,3294021
Ford,Edge SEL,2021,91645.48,Gasoline,2182817
Jaguar,F-TYPE R,2016,18803.53,Gasoline,4556700
GMC,Yukon XL Denali,2018,73413.26,Gasoline,4233000
Chevrolet,Suburban LT,2018,121450.45,Gasoline,2863500
Maserati,Levante GTS,2021,31403.05,Gasoline,7025535
Subaru,Outback Limited,2021,25163.64,Gasoline,2783073
Mercedes-Benz,S-Class S 450,2018,112010.06,Gasoline,3393704
Mercedes-Benz,GL-Class GL 450,2011,222169.39,Gasoline,1369500
Ford,F-250 Lariat,2017,212865.79,E85 Flex Fuel,2979700
Hyundai,Palisade Limited,2020,73731.91,Gasoline,3129100
Ford,F-150 XLT,2021,40799.99,Gasoline,4022097
Mercedes-Benz,R-Class R 350 4MATIC,2008,193120.8,Gasoline,746585
Chevrolet,Camaro 2SS,2018,120943.51,Gasoline,3735000
Jeep,Wrangler Sport,2016,119314.86,Gasoline,1909000
Chevrolet,1500 Cheyenne,1994,274300.74,–,498000
Jaguar,XJ6 Vanden Plas,1995,112653.8,–,1577000
BMW,550 i xDrive,2012,110239.79,Gasoline,1477400
Lexus,GX 460 Luxury,2020,60134.6,Gasoline,4306870
Tesla,Model S Long Range,2021,56833.84,,5552700
Volkswagen,Jetta 1.4T SE,2017,98169.74,Gasoline,1327585
Jeep,Grand Cherokee Limited,2022,19392.55,Gasoline,3452717
Jaguar,XK8 Base,2001,241401,Gasoline,819625
Porsche,Macan S,2016,74351.51,Gasoline,3444500
Mercedes-Benz,E-Class E 350,2014,141621.92,Gasoline,1286500
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,75638.98,Gasoline,2497387
Land,Rover Range Rover 3.0L Supercharged HSE,2017,81014.18,Gasoline,3901000
Mercedes-Benz,E-Class E 350 4MATIC,2010,109113.25,Gasoline,1161917
Dodge,Dakota Sport,2002,241401,Gasoline,456500
Chevrolet,Camaro ZL1,2018,21726.09,Gasoline,4482000
Hummer,H3 Base,2007,163750.34,Gasoline,1070700
Honda,Odyssey EX-L,2022,29587.72,Gasoline,3149850
Nissan,350Z Touring,2008,198753.49,Gasoline,1120500
GMC,Savana 2500 Work Van,2017,188292.78,E85 Flex Fuel,3154000
Mercedes-Benz,E-Class E 350 4MATIC,2010,138597.97,Gasoline,1128800
Lexus,GX 460 Premium,2020,36155.43,Gasoline,3809700
Nissan,Titan XD SV,2017,128747.2,Gasoline,1975400
Chrysler,300 Touring,2020,37259.44,Gasoline,2344750
Dodge,Charger R/T,2006,146932.74,Gasoline,763600
Nissan,Pathfinder SL,2020,72420.3,Gasoline,2406917
Rivian,R1S Launch Edition,2023,3033.61,,7760500
Ford,Explorer Platinum,2018,117560.68,Gasoline,2532330
Nissan,Titan SV,2021,11667.72,Gasoline,3154000
Jaguar,E-PACE S,2019,70810.96,Gasoline,2407000
Ford,F-150 FX4,2014,137598.57,Gasoline,2232700
GMC,Acadia Denali,2021,29101.7,Gasoline,3651917
Lamborghini,Murcielago Base,2005,36536.85,Gasoline,18260000
Chevrolet,Camaro 1LT,2011,178636.74,Gasoline,904700
GMC,Acadia SLT-2,2013,185074.1,Gasoline,1162000
Chevrolet,Malibu Premier,2021,53751.96,Gasoline,2324000
Toyota,Sequoia SR5,2007,218870.24,Gasoline,1037500
Lexus,IS 350 F Sport,2021,43130.31,Gasoline,3652000
Tesla,Model Y Performance,2022,48280.2,,4315917
Dodge,Challenger SRT8,2008,404964.66,Gasoline,871500
Chrysler,300 Touring,2005,191511.46,Gasoline,290500
Cadillac,Escalade Sport Platinum,2021,45256.25,Gasoline,7387000
Chrysler,Town & Country Touring,2009,178636.74,Gasoline,655700
Mazda,CX-5 Touring,2016,187488.11,Gasoline,1187813
Acura,TL 3.2,2005,320735.02,Gasoline,406700
Chevrolet,Corvette Z06 w/2LZ,2023,325.09,Gasoline,14857000
Tesla,Model Y Performance,2021,18024.61,,3942500
Volvo,XC40 T5 Momentum,2020,90985.65,Gasoline,2207717
Chevrolet,Camaro 2SS,2016,79823.26,Gasoline,2697500
Acura,TLX Type S PMC Edition,2023,21887.02,Gasoline,5395000
Volkswagen,Eos 2.0T,2007,96077.6,Gasoline,830000
Dodge,Charger R/T Scat Pack,2018,30577.46,Gasoline,3725704
Chevrolet,Corvette Z06,2002,27841.58,Gasoline,2821917
Mercedes-Benz,CLA-Class CLA 250,2014,146675.25,Gasoline,1120500
BMW,M5 Base,2015,53108.22,Gasoline,5395000
Jeep,Wrangler Unlimited Sport,2019,84932.92,Gasoline,3303317
Mitsubishi,Lancer Sportback ES,2011,181855.42,Gasoline,481400
Porsche,Macan Base,2022,20921.42,Gasoline,4980000
Mercedes-Benz,CLK-Class CLK 350,2009,125407.82,Gasoline,1369500
Dodge,Challenger SRT8,2011,171394.71,–,1867500
Mazda,Mazda3 Grand Touring,2018,24421.73,Gasoline,1594596
Audi,A3 2.0T Premium,2017,220479.58,Gasoline,912585
BMW,528 i,2015,178636.74,Gasoline,1245000
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,79192.4,Gasoline,5181275
Audi,S5 3.0T Prestige,2018,70810.96,Gasoline,3237000
Porsche,718 Boxster Base,2017,41842.84,Gasoline,3776500
Chevrolet,Corvette Stingray w/2LT,2020,2896.81,Gasoline,6308000
Lamborghini,Urus Pearl Capsule,2021,6068.82,Gasoline,21579253
Maserati,Quattroporte S,2012,80467,Gasoline,2199251
Subaru,Impreza 2.0i,2018,149668.62,Gasoline,1328000
Mercedes-Benz,AMG GT C,2020,24140.1,Gasoline,10707000
Mazda,Mazda6 i Touring,2016,192316.13,Gasoline,1245000
Porsche,Macan S,2016,80467,Gasoline,2988000
Porsche,Panamera 4,2011,136793.9,Gasoline,1784500
Genesis,G70 3.3T Advanced,2019,77248.32,Gasoline,2489917
Jeep,Wrangler Sport,2021,18919.4,Gasoline,2772200
Audi,Q5 2.0T Premium Plus,2018,81110.74,Gasoline,2365500
BMW,335 i xDrive,2012,247194.62,Gasoline,1452500
Land,Rover Range Rover P530 SE,2023,3007.86,Gasoline,13672175
Dodge,Durango SRT 392,2022,51365.3,Gasoline,5368689
BMW,M3 Base,2016,90501.23,Gasoline,4191500
Ford,Fiesta ST,2019,46226.68,Gasoline,1518900
Lincoln,MKS Base,2015,200201.9,Gasoline,788500
Chevrolet,Tahoe Premier,2020,220479.58,Gasoline,3818000
Ferrari,F430 Berlinetta,2005,62258.93,Gasoline,8299917
Ford,F-250 Platinum,2022,10621.64,Gasoline,6050700
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,108147.65,Gasoline,954500
Porsche,Macan,2021,26641.01,Gasoline,4290934
BMW,X5 PHEV xDrive45e,2023,25324.57,Plug-In Hybrid,5635700
Mercedes-Benz,E-Class E500,2005,246969.32,Gasoline,481400
Acura,TL 3.7,2012,112653.8,Gasoline,1249233
Hyundai,Equus Signature,2011,231580.81,Gasoline,825850
Mercedes-Benz,SL-Class SL500 Roadster,2003,42148.61,Gasoline,1826000
Toyota,Land Cruiser Base,2000,336662.66,Gasoline,1319700
RAM,2500 Big Horn,2018,44802.42,Gasoline,3460104
Chevrolet,Silverado 2500 WT,2018,227230.76,E85 Flex Fuel,2365417
Porsche,Macan S,2022,32589.14,Gasoline,5685500
Jeep,Grand Cherokee L Limited,2022,29504.03,Gasoline,3452717
Mercedes-Benz,E-Class E 350,2014,56326.9,Gasoline,2489834
Dodge,Magnum Base,2006,214452.6,Gasoline,332000
Porsche,Macan Turbo,2021,23377.27,Gasoline,6639834
Mercedes-Benz,E-Class E 550,2014,70312.06,Gasoline,1950500
Porsche,Macan S,2020,46889.73,Gasoline,4863634
Cadillac,XT5 Luxury,2017,115969.04,Gasoline,2040970
Toyota,Tundra Platinum,2023,14162.19,Gasoline,5685500
Nissan,Versa 1.6 SL,2015,138029.87,Gasoline,684750
Mercedes-Benz,AMG GT 53 Base,2022,3596.87,Hybrid,9130000
Buick,Enclave Avenir,2019,195568.61,Gasoline,2222076
Porsche,911 GT3,2015,38141.36,Gasoline,12030020
BMW,328 i,2013,199558.16,Gasoline,987700
Acura,ILX Premium Package,2018,51917.31,Gasoline,1742917
Lexus,GX 460 Base,2015,148059.28,Gasoline,2324000
Toyota,Land Cruiser Base,2010,434336.73,Gasoline,1867500
Chevrolet,Corvette Base,2008,83452.33,Gasoline,2979700
Mazda,Mazda6 i Touring,2015,199558.16,Gasoline,1070700
Jaguar,F-TYPE R,2015,41842.84,Gasoline,4357500
Audi,A3 2.0T Premium,2018,58740.91,Gasoline,2116500
Chevrolet,Camaro 2SS,2022,2253.08,Gasoline,4556700
Jeep,Wrangler Unlimited Sport S,2018,27358.78,Gasoline,3195500
Honda,Civic Sport,2021,68799.28,Gasoline,2132934
Porsche,Cayman Base,2011,109431.9,Gasoline,2490000
Ford,Mustang GT,2008,103802.43,Gasoline,1328000
Toyota,FJ Cruiser Base,2007,164152.68,Gasoline,2066700
Land,Rover Discovery SE,2004,233354.3,Gasoline,1286500
Porsche,718 Boxster S,2018,80467,Gasoline,4565000
Chevrolet,Corvette Base,2004,60546.59,Gasoline,2116500
Toyota,Avalon Limited,2006,144819.68,Gasoline,788417
INFINITI,QX80 Base,2015,219497.88,Gasoline,1699010
Cadillac,DeVille Base,1994,144840.6,–,248170
Chevrolet,Camaro 2SS,2015,43452.18,Gasoline,2739000
Jeep,Liberty Renegade,2004,232984.15,Gasoline,539500
Toyota,4Runner Trail,2011,252666.38,Gasoline,1950500
BMW,328 i xDrive,2010,212432.88,Gasoline,705500
Ford,Excursion Limited Ultimate,2002,220479.58,Diesel,1245000
Lexus,IS 300 Base,2018,82063.47,Gasoline,2324000
Cadillac,CTS Performance,2010,170203.8,Gasoline,1070700
Lexus,LC 500 Base,2018,47958.33,Gasoline,5685085
BMW,540 i xDrive,2019,33796.14,Gasoline,3486000
Chevrolet,Corvette Base,1998,244933.5,Gasoline,821700
Hummer,H2 Base,2006,273426.87,Gasoline,1402700
Volvo,XC90 3.2,2008,315430.64,Gasoline,539417
Jeep,Wrangler Unlimited Sahara,2009,289739.14,Gasoline,755300
Land,Rover Discovery HSE LUXURY,2017,93209.75,Gasoline,2780500
BMW,340 i,2017,158680.92,Gasoline,2199500
Ford,F-250 Lariat,2018,193120.8,Diesel,4565000
BMW,M3 Competition,2022,22963.67,Gasoline,6640000
Lexus,LC 500 Base,2022,11064.21,Gasoline,7387000
Honda,CR-V Touring,2019,88674.63,Gasoline,2350892
Porsche,Panamera S,2012,78857.66,Gasoline,3444500
BMW,750 i,2009,120056.76,Gasoline,1245000
Audi,A7 3.0T Premium,2019,73868.71,Hybrid,3444500
Chrysler,200 Limited,2015,153323.43,E85 Flex Fuel,1034844
Ford,F-150 XL,2021,143042.97,Gasoline,2753276
Dodge,Grand Caravan R/T,2013,69201.62,E85 Flex Fuel,2905000
Ford,Focus SE,2018,54234.76,E85 Flex Fuel,996000
RAM,2500 Big Horn,2016,153072.37,Diesel,3622120
Lotus,Elise Base,2005,40635.84,Gasoline,3652000
Chevrolet,Corvette Base,2007,32508.67,Gasoline,2282500
Audi,allroad 2.0T Prestige,2013,168106.83,Gasoline,1485700
McLaren,570S Spider,2018,14458.31,Gasoline,14267700
Chevrolet,Express 2500 Work Van,2017,122309.84,Gasoline,3436200
Chevrolet,Traverse High Country,2020,90520.55,Gasoline,3257252
Jeep,Wrangler S,1994,81674,–,1245000
Acura,ILX Technology Plus Package,2016,98169.74,Gasoline,1743000
Chevrolet,Camaro 1LT,2019,14662.7,Gasoline,2290717
Lexus,ES 350 Base,2015,162382.41,Gasoline,1825834
Ford,F-150 XLT,2021,38957.29,Gasoline,3604690
Tesla,Model Y Long Range,2022,15145.5,,3983834
Chevrolet,Corvette Z06,2006,33796.14,Gasoline,3942500
Cadillac,CTS 3.6L Premium Luxury,2019,219111.64,Gasoline,1867500
BMW,M3 Base,2009,126194.79,Gasoline,2386250
Mazda,Mazda3 FWD w/Preferred Package,2019,97847.87,Gasoline,1651700
Ford,Maverick XLT,2022,26393.18,Hybrid,2822000
Toyota,Highlander Hybrid Limited,2018,100100.95,Hybrid,2963681
BMW,X6 xDrive40i,2021,117325.71,Hybrid,4481834
Lincoln,Town Car Signature,2003,228872.29,Gasoline,415000
Mercedes-Benz,SL-Class SL550 Roadster,2007,241401,Gasoline,664000
Ford,Mustang GT,1998,79131.25,Gasoline,1037500
Chevrolet,Suburban 1500 LT,2015,269564.45,Gasoline,1494000
Ford,Fusion SE,2016,177751.6,Gasoline,913000
Audi,S4 3.0T Premium Plus,2014,170590.04,Gasoline,1909000
Chevrolet,Suburban Premier,2017,149230.88,Gasoline,2896700
Ford,Bronco Big Bend,2022,27358.78,Gasoline,3652000
Ford,F-250 XL,2016,121022.37,E85 Flex Fuel,1826000
Dodge,Challenger SRT Hellcat,2015,2896.81,Gasoline,5394170
Toyota,Tacoma TRD Sport,2019,58391.68,Gasoline,3286634
Audi,Q5 S line Premium Plus,2023,10753.61,Hybrid,3967234
Jeep,Wrangler Sport,2018,37656.95,Gasoline,2406917
Genesis,G80 3.8,2017,47829.58,Gasoline,2448500
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,90123.04,Gasoline,3722550
Lexus,LX 570 Three-Row,2020,95625.37,Gasoline,6059000
Kia,Stinger GT2,2018,111205.39,Gasoline,2697500
Nissan,GT-R Premium,2021,35703.21,Gasoline,10955917
Chevrolet,Trailblazer SS,2008,47613.93,Gasoline,3975700
Chevrolet,Silverado 2500 WT,2021,102782.11,Gasoline,3476455
Chevrolet,Suburban LTZ,2016,218039.82,Gasoline,2469084
Mercedes-Benz,E-Class E 350,2014,126333.19,Gasoline,1485700
BMW,M3 Base,2012,12845.75,Gasoline,4307700
Bentley,Continental GT V8,2022,2888.77,Gasoline,22409253
Volkswagen,Golf R Base,2022,1717.17,Gasoline,3984000
Ford,Explorer Limited,2017,244619.68,Gasoline,1286417
Honda,Odyssey LX,2011,297727.9,Gasoline,738700
Dodge,Ram 2500 SLT Mega Cab,2007,157271.14,Diesel,1659834
Honda,Civic Sport,2020,35770.8,Gasoline,2156340
Honda,Civic LX,2016,178636.74,Gasoline,1079000
Ford,F-250 XLT,2019,51930.18,E85 Flex Fuel,3859500
Nissan,Pathfinder SV,2019,196353.96,Gasoline,1576834
Land,Rover Range Rover HSE SWB,2020,92995.71,Hybrid,5311585
BMW,M3 Base,2002,329728.02,Gasoline,1784500
Hummer,H2 Base,2003,288715.6,Gasoline,1245000
Mazda,RX-8 R3,2009,91732.38,Gasoline,1162000
Lexus,LX 570 Three-Row,2021,41838.01,Gasoline,7221000
Chevrolet,Suburban Z71,2022,58829.42,Gasoline,5335904
Mercedes-Benz,S-Class S 580 4MATIC,2023,1591.64,Gasoline,10204850
Chevrolet,Corvette Base,2007,45888.72,Gasoline,2656000
Ford,Mustang GT Premium,2019,16737.14,Gasoline,3320000
Chevrolet,Equinox Premier w/2LZ,2020,82290.38,Gasoline,2141400
Chevrolet,Camaro Z28,1999,94629.19,Gasoline,1245000
Land,Rover Discovery HSE,2018,136793.9,Gasoline,2739000
Jeep,Wrangler SE,2000,153209.17,Gasoline,995917
Toyota,Highlander XLE,2015,110360.49,Gasoline,2158000
Chevrolet,Corvette Grand Sport,2011,19794.88,Gasoline,3735000
Chevrolet,Corvette Stingray,2018,22369.83,Gasoline,4522670
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,94629.19,Gasoline,747000
Nissan,Juke NISMO RS,2016,49406.74,Gasoline,1784500
Porsche,911 Carrera C2S,2005,167371.36,Gasoline,3718400
Chevrolet,Colorado LT,2019,223884.94,Gasoline,2066617
Porsche,Macan S,2019,59062.78,Gasoline,4066170
Mercedes-Benz,GLE 350 Base 4MATIC,2022,39428.83,Gasoline,6818450
Toyota,Land Cruiser Base,2017,104607.1,Gasoline,5395000
BMW,X6 xDrive40i,2021,44504.69,Hybrid,5145834
Rivian,R1S Adventure Package,2023,872.26,,7677500
Toyota,Highlander Platinum,2020,65982.94,Gasoline,3212100
Mercedes-Benz,SL-Class SL 63 AMG,2011,76282.72,Gasoline,3403000
Ford,Thunderbird Deluxe,2002,64550.63,Gasoline,1535500
RAM,2500 Big Horn,2014,200684.7,Gasoline,2490000
Ford,F-350 XLT,2013,49889.54,E85 Flex Fuel,2905000
Toyota,RAV4 Prime XSE,2022,11426.31,Plug-In Hybrid,4067000
Jeep,Grand Cherokee Limited,2018,147539.46,Gasoline,2225728
Ford,Focus SE,2009,173004.05,Gasoline,788500
Porsche,911 Carrera 4 GTS,2023,2442.98,Gasoline,16182095
Chevrolet,Corvette Stingray w/2LT,2023,8368.57,Gasoline,7378700
Ford,F-150 XLT SuperCab,1999,77335.22,Gasoline,788500
Porsche,Macan Base,2018,140817.25,Gasoline,2324000
Acura,ZDX Base,2012,171129.17,Gasoline,1577000
Chevrolet,Suburban Premier,2017,215004.61,Gasoline,2489917
Chevrolet,Traverse Premier,2018,110167.37,Gasoline,2572087
Mercedes-Benz,E-Class E 400,2018,46171.96,Gasoline,3227040
BMW,M3 Base,2012,133575.22,Gasoline,2573000
Ford,F-250 XLT,2019,62120.52,Diesel,4523500
Toyota,Highlander SE,2019,148059.28,Gasoline,2490000
Saturn,Sky Red Line,2009,215651.56,Gasoline,788500
Lexus,LS 460 Base,2012,165762.02,Gasoline,1701500
Honda,CR-V LX,2004,283663.88,Gasoline,311250
Ford,Mustang GT Premium,2010,94146.39,Gasoline,1660000
Ford,F-250 Limited,2018,102997.76,Diesel,5312000
Porsche,Boxster Black Edition,2016,40041.99,Gasoline,4149917
Chevrolet,Corvette Base,1998,215651.56,Gasoline,954500
Ford,Explorer XLT,2013,133414.29,Gasoline,1328000
BMW,Z4 3.0si,2008,95364.66,Gasoline,1510600
Lexus,RX 350 F Sport,2016,131000.28,Gasoline,2158000
Hyundai,Accent SEL,2022,8207.63,Gasoline,1618500
Ford,Expedition Max XLT,2020,107941.65,Gasoline,3195500
BMW,328 i xDrive,2016,104607.1,Gasoline,1618500
Ford,Fusion SE,2014,130034.67,Gasoline,830000
Ford,F-150 XLT,2020,85940.37,Gasoline,3278500
Ford,F-150 Platinum,2021,25033.28,Gasoline,5219870
Dodge,Ram 1500 SLT Mega Cab,2006,324296.49,Gasoline,913000
Honda,Civic EX,2013,172199.38,Gasoline,1162000
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,49084.87,Gasoline,3652000
Toyota,Tacoma Base,2011,57936.24,Gasoline,1660000
Ford,F-250 XLT,2019,61982.12,E85 Flex Fuel,3817834
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,7386.87,Gasoline,5312000
RAM,2500 Big Horn,2019,156105.98,Diesel,3735000
BMW,328 i xDrive,2011,177027.4,Gasoline,498000
Ford,Explorer XLT,2017,85295.02,E85 Flex Fuel,2075000
Chevrolet,Suburban LTZ,2016,177027.4,E85 Flex Fuel,2572917
Mazda,MX-5 Miata Sport,2006,350836.12,Gasoline,414917
INFINITI,G35 Base,2003,171394.71,Gasoline,788500
Chevrolet,Express 2500 Work Van,2012,226112.27,E85 Flex Fuel,979400
Ford,Explorer Eddie Bauer,2010,232066.83,Gasoline,829917
Chevrolet,Suburban RST,2022,34439.88,Diesel,5727000
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,209214.2,Gasoline,2033500
Ford,Focus SE,2012,173881.14,Gasoline,539500
Subaru,Crosstrek Premium,2022,16093.4,Gasoline,2324000
Hyundai,Genesis Coupe 3.8 Track,2011,120700.5,Gasoline,996000
Chrysler,Town & Country LX,2009,118286.49,Gasoline,652214
Porsche,Panamera Turbo,2018,48038.8,Gasoline,7449250
Honda,Pilot EX-L,2016,217824.17,Gasoline,1651700
Mercedes-Benz,GLC 300 GLC 300,2022,27331.42,Gasoline,3402834
Audi,A8 L 55,2019,57260.32,Hybrid,4108500
Ford,Edge SE,2020,114585.01,Gasoline,1568700
Dodge,Durango GT,2022,39876.23,Gasoline,3037717
BMW,328 i,2015,175949.14,Gasoline,1107967
